url,source_url
https://www2.ed.gov/about/reports/annual/foia/foia-fy15.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foia-fy14.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foia-fy13.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foia-fy12.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foia-fy11.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foiafy10.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/about/reports/annual/foia/foiafy09.xml,https://www2.ed.gov/about/reports/annual/foia/index.html
https://www2.ed.gov/policy/gen/leg/foia/2016-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/leg/foia/2015-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/leg/foia/2014-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/leg/foia/2013-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/leg/foia/2012-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/leg/foia/2011-foia-log.xlsx,https://www2.ed.gov/policy/gen/leg/foia/foia-log.html
https://www2.ed.gov/policy/gen/guid/iq/fy17iq-reports.xlsx,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2014/2014-ed-iq-annual-report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2013/2013-ed-iq-annual-report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2012/2012-ed-iq-annual-report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2010/2010_ed_iq_annual_report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2008/2008_ed_iq_annual_report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://www2.ed.gov/policy/gen/guid/iq/2007/2007_ed_iq_annual_report.xls,https://www2.ed.gov/policy/gen/guid/iq/corrections.html
https://nces.ed.gov/surveys/pirls/pirls2016/tables/xlsx/pirls2016_table01.xlsx,https://nces.ed.gov/surveys/pirls/pirls2016/tables/pirls2016_table01.asp
https://nces.ed.gov/nationsreportcard/subject/about/excel/accommodations.xls,https://nces.ed.gov/nationsreportcard/about/inclusion.aspx
https://nces.ed.gov/nationsreportcard/subject/about/excel/exclusion_rates.xls,https://nces.ed.gov/nationsreportcard/about/inclusion.aspx
https://www2.ed.gov/fund/contract/find/forecast120319.xlsx,https://www2.ed.gov/fund/contract/find/forecast.html
https://www2.ed.gov/about/overview/budget/statetables/20stbyprogram.xlsx,https://www2.ed.gov/about/overview/budget/statetables/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/alabama.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/history/edhistory.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/budget12/12actioncr.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
http://www2.ed.gov/about/overview/budget/budget10/10action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/budget09/09action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/statetables/20stbystate.xlsx,https://www2.ed.gov/about/overview/budget/statetables/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/alaska.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/arizona.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/arkansas.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/california.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/colorado.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/connecticut.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/delaware.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/dc.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/florida.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/georgia.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/hawaii.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/idaho.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/illinois.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/indiana.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/iowa.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/kansas.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/kentucky.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/louisiana.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/maine.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/maryland.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/massachusetts.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/michigan.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr17.xlsx,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthisbypr16.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthisbypr15.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/budget08/08action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/budget07/07action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/budget06/06action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/budget05/05action.xls,https://www2.ed.gov/offices/OUS/Archives/archive.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/minnesota.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/mississippi.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/missouri.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/montana.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/nebraska.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/nevada.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/newhampshire.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/newjersey.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/newmexico.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/newyork.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/northcarolina.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/northdakota.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/ohio.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/oklahoma.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/oregon.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/pennsylvania.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/puertorico.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/rhodeisland.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/southcarolina.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/southdakota.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/tennessee.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/texas.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr14.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr13.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr12.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr11.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr10.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr09.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr01to08.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr2000.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr97to99.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr94to96.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr91to93.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr88to90.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr85to87.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr82to84.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbypr80to81.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthisbyst17.xlsx,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthisbyst16.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthisbyst15.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst14.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst13.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst12.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst11.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/utah.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/vermont.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/virginia.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/washington.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/westvirginia.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst10.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst09.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst01to08.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst2000.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst97to99.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst94to96.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst91to93.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst88to90.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst85to87.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst82to84.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/history/sthistbyst80to81.xls,https://www2.ed.gov/about/overview/budget/history/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/wisconsin.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/about/overview/budget/titlei/fy19/wyoming.xls,https://www2.ed.gov/about/overview/budget/titlei/fy19/index.html
https://www2.ed.gov/news/staff/bios/paige.zip,https://www2.ed.gov/news/staff/bios/paige-options.html
https://www2.ed.gov/news/staff/bios/king.zip,https://www2.ed.gov/news/staff/bios/king-options.html
https://www2.ed.gov/news/staff/bios/paige-bw.zip,https://www2.ed.gov/news/staff/bios/paige-options.html
https://www2.ed.gov/news/staff/bios/king-bw.zip,https://www2.ed.gov/news/staff/bios/king-options.html
